"","ID","SeriousDlqin2yrs","RevolvingUtilization","No_of_30_59_DPD","DebtRatio","MonthlyIncome","No_Of_OpenCreditLines","No_of_90_DPD","No_of_RealEstateLoans","No_of_60_89_DPD","Gender","age","Martial_Status","NumberOfDependents","Own_House","No_Years_address","percentile_score","Income_segment","Life_Stage_Segment","City","State"
"4021",102307,1,0.9999999,0,0,4353,0,2,0,0,1,53,"Married",1,1,1,37.6243227272349,"Low Value Customers","Pre-retired","Dispur","Assam"
"4022",64800,1,0.435019209,0,0.575395915,4356,23,0,0,0,0,48,"Single",2,0,2,37.6359747317958,"Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"4023",64084,1,1.056647784,2,1.752579684,4360,10,1,4,1,0,37,"Single",0,0,2,37.6526204525971,"Low Value Customers","Married_with_youndKids","Panjim","Goa"
"4024",139163,1,0.973005399,2,0.224948406,4360,7,0,0,3,1,42,"Single",2,0,3,37.6592787409177,"Low Value Customers","Pre-retired","Bangalore","Karnataka"
"4025",42203,1,1.006997667,2,0.175149014,4361,5,0,0,2,1,52,"Married",7,0,3,37.6626078850779,"Low Value Customers","Pre-retired","Patna","Bihar"
"4026",61481,1,0.35416146,1,0.352051341,4362,6,0,0,0,1,50,"Married",1,0,3,37.6667693152783,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4027",37171,1,0.521926285,0,0.252978918,4363,7,1,2,0,1,54,"Single",0,1,2,37.6725953175587,"Low Value Customers","Pre-retired","Dispur","Assam"
"4028",69564,1,0.692730039,0,0.616071429,4367,15,0,2,0,0,54,"Single",2,1,2,37.6958993266806,"Low Value Customers","Pre-retired","Ranchi","Jharkhand"
"4029",72581,1,0.9999999,0,0.510531136,4367,2,6,1,0,1,39,"Single",1,0,2,37.6967316127207,"Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"4030",147224,1,0.499030711,0,0.706407323,4369,4,0,1,0,0,30,"Married",0,0,1,37.7108804754018,"Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"4031",43024,1,0.820257489,1,0.588342857,4374,9,2,2,0,0,73,"Married",0,1,3,37.7241970520428,"Low Value Customers","Retired","Thiruvananthapuram","Kerala"
"4032",49697,1,0.9999999,0,0,4374,0,0,0,0,1,42,"Single",0,0,2,37.7250293380829,"Low Value Customers","Pre-retired","Kohima","Nagaland"
"4033",1201,1,0,0,0.157678245,4375,7,0,0,0,1,36,"Single",2,0,1,37.725861624123,"Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"4034",148168,1,0.9999999,0,0.191956124,4375,4,0,0,0,0,48,"Single",1,0,3,37.7549916355253,"Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"4035",10062,1,0.914512237,2,0.496687229,4376,3,2,0,0,0,44,"Single",1,0,2,37.7574884936455,"Low Value Customers","Pre-retired","Imphal","Manipur"
"4036",128800,1,0.774848067,0,0.882876712,4379,22,0,2,0,0,63,"Married",0,1,3,37.775798786527,"Low Value Customers","Retired","Kolkata","West Bengal"
"4037",30095,1,0.06715899,0,0.782013239,4380,18,0,1,0,1,48,"Married",0,1,3,37.7799602167273,"Low Value Customers","Pre-retired","Jammu","JK"
"4038",103694,1,1.034709327,0,0.439397398,4380,10,0,1,0,1,35,"Single",2,0,2,37.7874507910879,"Low Value Customers","Married_with_youndKids","Srinagar","JK"
"4039",111142,1,1.07846077,1,0.252453778,4380,4,0,1,0,0,56,"Single",2,0,2,37.788283077128,"Low Value Customers","Pre-retired","Panjim","Goa"
"4040",37476,1,0.794051487,0,0.361130098,4388,7,0,0,0,1,47,"Single",3,1,3,37.8157485164501,"Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"4041",67179,1,0.9999999,0,0.610111592,4390,4,0,2,1,1,58,"Married",1,1,2,37.8274005210111,"Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"4042",139475,1,0.08683928,0,0.166211915,4397,16,0,0,0,0,40,"Married",0,0,2,37.8565305324134,"Low Value Customers","Married_with_youndKids","Dispur","Assam"
"4043",117085,1,0.041223611,0,0.017503978,4398,17,0,0,0,0,89,"Single",0,1,2,37.8598596765736,"Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"4044",2152,1,0.108532462,3,0.338559418,4400,13,1,1,0,0,52,"Single",1,1,3,37.8740085392548,"Low Value Customers","Pre-retired","Aizawl","Mizoram"
"4045",3918,1,0.246529772,0,0.51465576,4400,8,1,2,0,0,56,"Single",0,0,3,37.8781699694551,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4046",6684,1,1.215406562,1,0.017041581,4400,2,1,0,0,0,55,"Single",1,0,2,37.8814991136154,"Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"4047",8172,1,0.808125306,3,0.430356737,4400,7,0,0,0,0,41,"Single",1,0,1,37.8839959717356,"Low Value Customers","Pre-retired","Bangalore","Karnataka"
"4048",11801,1,0.629852906,4,0.553965008,4400,15,3,0,0,1,43,"Single",2,0,1,37.8931511181763,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4049",16328,1,0.9999999,5,1.430356737,4400,9,0,5,0,0,39,"Single",0,0,3,37.8998094064968,"Low Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"4050",23592,1,0.9999999,0,0.661895024,4400,4,0,2,0,0,60,"Married",0,0,2,37.9164551272981,"Low Value Customers","Pre-retired","Jaipur","Rajasthan"
"4051",32112,1,0.9999999,0,0.122244944,4400,2,2,0,0,0,54,"Single",0,0,1,37.9297717039392,"Low Value Customers","Pre-retired","Patna","Bihar"
"4052",33545,1,0.785581845,0,1.457850489,4400,9,0,3,0,1,42,"Single",1,0,2,37.9322685620594,"Low Value Customers","Pre-retired","Jammu","JK"
"4053",46224,1,0.754728551,3,0.651442854,4400,14,0,1,1,0,49,"Single",2,0,2,37.9489142828607,"Low Value Customers","Pre-retired","Jaipur","Rajasthan"
"4054",48942,1,0,0,0.289934106,4400,7,1,1,0,0,49,"Single",2,0,2,37.9530757130611,"Low Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"4055",51740,1,1.01349775,3,0.30743013,4400,10,0,0,0,0,30,"Single",0,1,2,37.9638954315819,"Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"4056",57541,1,0.9999999,0,0,4400,0,0,0,0,0,44,"Single",3,0,3,37.9755474361429,"Low Value Customers","Pre-retired","Gangtok","Sikkim"
"4057",63804,1,0.155781005,1,0.609861395,4400,13,0,2,0,0,49,"Single",0,1,3,37.9863671546637,"Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"4058",92945,1,1.25748503,2,0.570097705,4400,4,4,1,3,1,45,"Single",3,0,2,38.0296460287472,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4059",99672,1,0.9999999,0,0.056805272,4400,1,0,0,0,0,32,"Single",1,1,3,38.0487886076687,"Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"4060",104367,1,0.634877908,2,0.387866394,4400,6,0,1,0,0,61,"Single",0,1,3,38.0571114680693,"Low Value Customers","Retired","Chandigarh","Haryana"
"4061",110568,1,0.173826174,1,0.090888434,4400,5,0,0,0,0,38,"Single",0,0,1,38.0662666145101,"Low Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"4062",111082,1,0.48299672,4,1.346057714,4400,26,1,3,2,0,50,"Single",0,0,2,38.0687634726303,"Low Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"4063",114916,1,0.435085695,0,0.745512384,4400,13,0,1,0,0,50,"Single",2,0,1,38.0754217609508,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4064",119460,1,0,0,0.125198818,4400,2,0,0,0,1,53,"Single",0,0,2,38.0829123353114,"Low Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"4065",119479,1,0.83908777,0,0.868666212,4400,20,0,2,0,1,45,"Single",1,0,2,38.0837446213515,"Low Value Customers","Pre-retired","Kohima","Nagaland"
"4066",121608,1,0.35711944,0,2.768007271,4400,13,0,8,0,0,71,"Single",0,1,1,38.0945643398723,"Low Value Customers","Retired","Bangalore","Karnataka"
"4067",122471,1,0.765815612,1,0.109975006,4400,5,1,0,0,1,49,"Single",3,0,1,38.0953966259124,"Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"4068",123812,1,0.600249982,0,1.151783686,4400,9,0,2,3,0,37,"Single",2,0,2,38.0978934840326,"Low Value Customers","Married_with_youndKids","Shimla","Himachal Pradesh"
"4069",125774,1,0.978007331,0,0.020222677,4400,2,1,0,0,1,38,"Single",2,1,1,38.1037194863131,"Low Value Customers","Married_with_youndKids","Srinagar","JK"
"4070",126867,1,1.027888446,2,0.070211316,4400,2,0,0,0,0,41,"Single",1,1,2,38.1070486304733,"Low Value Customers","Pre-retired","Dehradun","Uttarakhand"
"4071",132828,1,0.476190476,0,0.164053624,4400,11,0,0,0,0,24,"Single",1,0,1,38.1170360629541,"Low Value Customers","UnMarried_employed","Shimla","Himachal Pradesh"
"4072",134981,1,0.880010256,0,0.673028857,4400,13,0,2,0,1,46,"Married",1,1,3,38.1211974931544,"Low Value Customers","Pre-retired","Kohima","Nagaland"
"4073",145637,1,0.9999999,0,0.018177687,4400,1,2,0,0,1,29,"Married",1,0,3,38.1395077860359,"Low Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"4074",146177,1,0.9999999,1,0.042263122,4400,3,1,0,0,1,30,"Single",1,0,3,38.140340072076,"Low Value Customers","Married_with_youndKids","Shillong","Meghalaya"
"4075",147434,1,1.030125842,1,0.836628039,4400,10,1,2,0,0,36,"Married",2,0,1,38.1428369301962,"Low Value Customers","Married_with_youndKids","Patna","Bihar"
"4076",148167,1,0.397881064,0,0.257214269,4400,7,1,1,0,1,67,"Single",0,0,3,38.1445015022763,"Low Value Customers","Retired","Hyderabad","Andhra Pradesh"
"4077",149879,1,0.820224719,1,0.169961372,4400,4,4,0,1,1,32,"Married",3,1,1,38.1503275045568,"Low Value Customers","Married_with_youndKids","Jammu","JK"
"4078",24968,1,0.279030465,4,0.399592022,4411,10,0,1,0,0,37,"Single",0,1,2,38.1869480903197,"Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"4079",35873,1,0.154724314,0,0.727416799,4416,10,0,3,0,1,44,"Single",0,0,3,38.2252332481627,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4080",79655,1,1.078986836,5,0.574371746,4416,11,0,1,3,1,52,"Married",0,0,1,38.254363259565,"Low Value Customers","Pre-retired","Ranchi","Jharkhand"
"4081",101090,1,1.068965517,0,0.283450306,4416,2,2,0,1,0,45,"Single",2,0,1,38.2701766943263,"Low Value Customers","Pre-retired","Jammu","JK"
"4082",109107,1,0.71285164,1,0.28752547,4416,12,0,0,0,0,34,"Single",1,0,1,38.2768349826468,"Low Value Customers","Married_with_youndKids","Gangtok","Sikkim"
"4083",136214,1,0.29326114,0,0.496038035,4416,14,0,2,0,0,43,"Single",1,0,2,38.2934807034482,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4084",64088,1,0.927301041,2,0.326618379,4417,6,1,0,0,0,66,"Single",0,0,3,38.3084618521694,"Low Value Customers","Retired","Srinagar","JK"
"4085",149611,1,0.106809622,1,1.022181983,4417,19,0,2,0,0,47,"Married",0,0,2,38.31678471257,"Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"4086",64044,1,0.739109153,3,0.094322551,4420,7,0,0,0,0,29,"Single",0,0,3,38.3301012892111,"Low Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"4087",107413,1,0.667922341,0,0.015381135,4420,3,0,0,0,0,33,"Single",2,0,1,38.3317658612912,"Low Value Customers","Married_with_youndKids","Dispur","Assam"
"4088",109275,1,0.439446367,2,0.142954083,4420,6,6,0,3,1,33,"Single",0,1,1,38.3325981473313,"Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"4089",124047,1,0.794522366,0,0.121239539,4420,7,0,0,0,0,29,"Married",0,1,3,38.3342627194114,"Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"4090",149777,1,1.099833611,4,0.137299254,4420,5,0,0,0,1,47,"Single",1,0,3,38.3367595775316,"Low Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"4091",136178,1,1.021956088,1,0.107393172,4422,4,3,0,0,0,33,"Married",0,0,1,38.341753293772,"Low Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"4092",41278,1,0.782811459,2,0.607763485,4430,13,1,1,0,0,50,"Single",0,0,3,38.3742124493346,"Low Value Customers","Pre-retired","Aizawl","Mizoram"
"4093",39582,1,0.9999999,1,0.350857401,4431,3,1,1,1,0,46,"Single",2,0,1,38.3783738795349,"Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"4094",113673,1,0.485303882,0,0.747914318,4434,16,0,2,0,0,48,"Married",0,0,1,38.4008456026167,"Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"4095",11561,1,0.601914012,0,0.05291601,4440,2,1,0,1,1,56,"Single",2,0,1,38.429143327979,"Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"4096",87495,1,0.542812768,0,0.706597613,4440,10,0,1,0,1,47,"Married",3,0,3,38.4324724721392,"Low Value Customers","Pre-retired","Dispur","Assam"
"4097",111317,1,0.14010628,0,0.129925692,4440,5,1,0,2,1,47,"Single",3,1,3,38.4349693302594,"Low Value Customers","Pre-retired","Agartala","Tripura"
"4098",25637,1,0.500566629,1,0.348109811,4443,6,1,0,2,1,49,"Single",2,0,2,38.4507827650207,"Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"4099",73826,1,0.600593641,0,0.678442844,4443,4,1,1,1,0,52,"Single",2,1,1,38.454944195221,"Low Value Customers","Pre-retired","Chennai","Tamil Nadu"
"4100",98106,1,0.619251642,0,1.672363391,4446,12,0,5,0,0,28,"Single",0,0,3,38.4715899160223,"Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"4101",27076,1,0.806896168,2,0.783546864,4448,15,0,1,0,0,51,"Married",2,1,1,38.4765836322627,"Low Value Customers","Pre-retired","Jammu","JK"
"4102",49688,1,0.238109733,4,0.492245448,4448,11,0,2,0,0,53,"Married",0,0,1,38.4782482043429,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4103",52164,1,0.458799915,0,0.606829926,4450,7,0,2,1,1,36,"Married",2,0,3,38.4932293530641,"Low Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"4104",89516,1,0.798896647,3,0.586834419,4450,12,0,2,0,0,54,"Married",0,1,3,38.4998876413846,"Low Value Customers","Pre-retired","Kolkata","West Bengal"
"4105",49945,1,0.061110066,1,0.182675045,4455,7,0,0,0,0,46,"Married",0,0,2,38.5315145109071,"Low Value Customers","Pre-retired","Shillong","Meghalaya"
"4106",45434,1,0.106439714,0,0.348957165,4458,7,0,2,0,0,33,"Single",1,0,1,38.5456633735882,"Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"4107",45989,1,0.71870677,0,0.45896861,4459,17,0,1,0,1,46,"Single",0,0,2,38.5564830921091,"Low Value Customers","Pre-retired","Shillong","Meghalaya"
"4108",52789,1,0.948864448,0,0.966375252,4460,4,3,2,3,0,42,"Married",4,0,2,38.5648059525098,"Low Value Customers","Pre-retired","Srinagar","JK"
"4109",111726,1,0.752113444,2,0.533915379,4466,6,6,1,0,0,47,"Single",1,0,2,38.5856131035114,"Low Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"4110",113911,1,0.547037747,1,0.272218491,4466,6,1,0,0,1,53,"Married",2,0,1,38.5864453895515,"Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"4111",128762,1,0.749707558,0,0.370859445,4467,10,1,1,1,0,49,"Single",1,0,2,38.5956005359922,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4112",5967,1,0,0,0.852315954,4468,7,1,2,0,0,41,"Single",1,1,1,38.5980973941124,"Low Value Customers","Pre-retired","Mumbai","Maharashtra"
"4113",137636,1,0.586044688,0,0.64929546,4470,7,0,2,0,0,44,"Married",0,1,3,38.6097493986733,"Low Value Customers","Pre-retired","Patna","Bihar"
"4114",108755,1,0.832031585,5,0.52862254,4471,11,0,1,0,0,67,"Single",0,1,1,38.6139108288737,"Low Value Customers","Retired","Jammu","JK"
"4115",125417,1,0.061301627,1,0.854557641,4475,9,0,2,0,1,40,"Single",4,0,2,38.630556549675,"Low Value Customers","Married_with_youndKids","Patna","Bihar"
"4116",75921,1,0.9999999,1,0.184945276,4476,2,1,0,1,1,37,"Single",3,0,3,38.6338856938353,"Low Value Customers","Married_with_youndKids","Patna","Bihar"
"4117",48327,1,0.855119207,3,0.578442312,4480,11,0,1,1,1,49,"Single",3,1,1,38.656357416917,"Low Value Customers","Pre-retired","Srinagar","JK"
"4118",85272,1,0.933263574,1,0.171613479,4480,12,0,0,0,0,31,"Single",0,1,3,38.6605188471174,"Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"4119",86901,1,0.94401711,0,0.650234218,4482,12,0,1,0,0,32,"Single",2,0,2,38.6754999958386,"Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"4120",26277,1,1.311844078,1,0.625334523,4483,9,0,2,2,0,40,"Single",2,0,3,38.6771645679187,"Low Value Customers","Married_with_youndKids","Jammu","JK"
"4121",81502,1,0.90085438,1,0.532114184,4483,9,0,1,0,0,46,"Single",3,1,2,38.6829905701992,"Low Value Customers","Pre-retired","Aizawl","Mizoram"
"4122",98236,1,0.947052947,0,0.006234692,4490,1,2,0,0,1,31,"Single",3,0,3,38.7162820118018,"Low Value Customers","Married_with_youndKids","Shimla","Himachal Pradesh"
"4123",122168,1,1.004133058,1,0.388345196,4495,8,0,1,0,0,53,"Single",0,1,2,38.7320954465631,"Low Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"4124",40347,1,0.505797156,1,0.391555556,4499,8,0,0,0,1,54,"Single",1,1,1,38.7462443092442,"Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"4125",655,1,0.149314411,0,0.558320373,4500,9,0,3,0,0,36,"Single",0,0,1,38.7628900300455,"Low Value Customers","Married_with_youndKids","Jammu","JK"
"4126",1312,1,0.983078225,0,0.884470118,4500,17,0,2,0,0,42,"Single",2,0,1,38.7678837462859,"Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"4127",2106,1,0.718693752,1,0.626305265,4500,11,0,1,1,0,54,"Single",0,1,1,38.7703806044061,"Low Value Customers","Pre-retired","Aizawl","Mizoram"
"4128",2704,1,1.094433952,4,0.315929793,4500,7,0,0,0,0,40,"Married",2,1,1,38.7753743206465,"Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"4129",4585,1,0.9999999,0,0.149966674,4500,2,0,0,1,0,39,"Married",3,0,3,38.7878586112475,"Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"4130",6197,1,0.681821212,0,0.44345701,4500,5,0,1,0,1,45,"Married",0,1,3,38.7986783297684,"Low Value Customers","Pre-retired","Mumbai","Maharashtra"
"4131",9900,1,0.030603939,0,0.436569651,4500,15,1,2,0,0,42,"Married",0,0,3,38.8119949064094,"Low Value Customers","Pre-retired","Srinagar","JK"
"4132",10452,1,0.089741436,0,1.034881138,4500,20,0,3,0,1,55,"Single",0,0,3,38.8144917645296,"Low Value Customers","Pre-retired","Srinagar","JK"
"4133",12832,1,0.986114968,4,0.286602977,4500,9,1,1,2,0,58,"Single",1,0,3,38.831137485331,"Low Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"4134",14145,1,0.093460415,1,0.396800711,4500,12,0,1,0,1,59,"Single",0,1,2,38.844454061972,"Low Value Customers","Pre-retired","Panjim","Goa"
"4135",14889,1,0.874022007,0,0.269940013,4500,6,0,0,0,0,33,"Married",3,0,1,38.8536092084127,"Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"4136",15560,1,0.221402542,0,0.32037325,4500,12,0,1,0,0,34,"Single",0,0,1,38.8602674967333,"Low Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"4137",16965,1,0.073747856,1,0.127971562,4500,6,1,0,0,0,40,"Single",0,0,1,38.8702549292141,"Low Value Customers","Married_with_youndKids","Kohima","Nagaland"
"4138",17774,1,0,1,1.813374806,4500,13,0,4,1,1,47,"Single",3,1,2,38.8735840733743,"Low Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"4139",17971,1,0.725233174,0,0.163297045,4500,9,0,0,0,1,59,"Married",0,0,3,38.8760809314945,"Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"4140",18535,1,0.297345914,0,0.542768274,4500,12,0,3,0,1,70,"Single",0,0,3,38.8794100756548,"Low Value Customers","Retired","Agartala","Tripura"
"4141",19038,1,0.677740864,1,0.179071317,4500,6,2,0,1,0,35,"Single",3,0,3,38.8827392198151,"Low Value Customers","Married_with_youndKids","Jaipur","Rajasthan"
"4142",19156,1,0.346678438,0,0.638969118,4500,17,0,0,0,0,30,"Single",0,0,1,38.8852360779353,"Low Value Customers","Married_with_youndKids","Dispur","Assam"
"4143",20043,1,0.9999999,0,0.150855365,4500,2,3,0,0,1,51,"Married",1,0,1,38.8918943662558,"Low Value Customers","Pre-retired","Mumbai","Maharashtra"
"4144",21024,1,1.165521549,2,0.500333259,4500,5,2,1,0,0,33,"Single",3,1,2,38.9010495126965,"Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"4145",25360,1,0.724910036,0,0.285047767,4500,8,0,1,0,0,49,"Single",0,0,1,38.9268503799386,"Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"4146",25461,1,0.686108292,0,0.420351033,4500,7,0,2,0,0,31,"Married",0,0,3,38.9285149520187,"Low Value Customers","Married_with_youndKids","Panjim","Goa"
"4147",26978,1,0.993742348,0,0.438124861,4500,9,2,0,0,0,48,"Married",1,1,3,38.9360055263793,"Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"4148",28262,1,0.973675442,0,0.57987114,4500,5,0,2,0,0,35,"Single",1,0,2,38.9459929588601,"Low Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"4149",28987,1,1.325581395,0,0.063763608,4500,2,1,0,2,0,28,"Married",0,0,3,38.9518189611406,"Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"4150",29346,1,0.30662351,0,1.638524772,4500,10,1,3,0,0,50,"Married",1,1,3,38.9543158192608,"Low Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"4151",30145,1,0.275776498,0,0.181737392,4500,13,0,0,0,1,62,"Single",0,1,1,38.9593095355012,"Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"4152",31059,1,0.316952886,4,0.445234392,4500,14,0,1,0,0,44,"Married",3,1,3,38.9684646819419,"Low Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"4153",31796,1,0.089000547,0,0.079315708,4500,5,0,0,0,0,65,"Married",1,0,3,38.9759552563025,"Low Value Customers","Retired","Srinagar","JK"
"4154",34149,1,0.9999999,1,0.445456565,4500,7,4,0,0,0,39,"Single",1,1,2,38.9884395469035,"Low Value Customers","Married_with_youndKids","Kohima","Nagaland"
"4155",34814,1,0.747662617,0,0.620306599,4500,7,0,2,0,1,48,"Single",0,0,2,38.9917686910637,"Low Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"4156",34837,1,0.9999999,1,0.035547656,4500,2,5,0,0,0,63,"Single",0,1,2,38.9934332631439,"Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"4157",35063,1,0.9999999,0,0.347033992,4500,3,1,1,1,1,45,"Married",1,0,3,38.995097835224,"Low Value Customers","Pre-retired","Jammu","JK"
"4158",35254,1,0.9999999,1,0.108420351,4500,2,1,0,0,0,27,"Married",1,1,1,38.9975946933442,"Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"4159",37187,1,0.9999999,1,0.115752055,4500,5,0,0,0,0,28,"Single",0,1,2,39.0067498397849,"Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"4160",38540,1,0.583052397,0,0.410131082,4500,6,1,2,0,0,46,"Single",1,0,3,39.0175695583058,"Low Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"4161",38739,1,0.314563258,0,1.142857143,4500,16,0,5,1,0,45,"Single",0,1,3,39.0208987024661,"Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"4162",40090,1,0.770871521,2,0.151744057,4500,5,0,0,0,0,31,"Single",1,0,2,39.0242278466263,"Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"4163",40340,1,1.527192009,1,0.020217729,4500,3,3,0,4,0,46,"Single",2,0,2,39.0275569907866,"Low Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"4164",40626,1,1.340732519,2,0.130637636,4500,4,2,0,0,0,42,"Single",1,0,3,39.0308861349469,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
"4165",43162,1,0.026605891,0,0.083314819,4500,9,0,0,0,0,45,"Married",0,0,1,39.0433704255478,"Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"4166",44864,1,1.074179743,1,0.063541435,4500,3,5,0,0,0,28,"Single",0,1,3,39.0508609999085,"Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"4167",46921,1,0.442370466,0,0.346145301,4500,6,0,2,0,0,50,"Married",0,1,3,39.0641775765495,"Low Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"4168",47668,1,0.999890182,0,0.075760942,4500,4,0,0,0,0,41,"Single",0,0,2,39.0675067207098,"Low Value Customers","Pre-retired","Ranchi","Jharkhand"
"4169",50163,1,0.999000125,1,0.492335037,4500,10,3,1,0,0,69,"Single",0,1,3,39.0874815856714,"Low Value Customers","Retired","Panjim","Goa"
"4170",53262,1,0.9999999,1,0.158409242,4500,3,0,0,0,0,51,"Single",3,0,1,39.1149470249936,"Low Value Customers","Pre-retired","Jaipur","Rajasthan"
"4171",54577,1,0.840629305,0,1.504998889,4500,11,0,2,0,1,44,"Single",2,0,1,39.1265990295545,"Low Value Customers","Pre-retired","Patna","Bihar"
"4172",55199,1,0.942649683,0,0.338591424,4500,13,4,0,0,1,61,"Single",0,1,2,39.1307604597548,"Low Value Customers","Retired","Dehradun","Uttarakhand"
"4173",55537,1,0.472110247,0,0.180404355,4500,10,0,0,0,1,36,"Single",0,0,1,39.1340896039151,"Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"4174",56830,1,0.49090182,0,0.520773162,4500,12,0,0,0,0,63,"Single",0,0,2,39.1374187480753,"Low Value Customers","Retired","Dispur","Assam"
"4175",57591,1,1.006644518,0,0.001999556,4500,1,0,0,0,1,36,"Married",3,0,3,39.1440770363959,"Low Value Customers","Married_with_youndKids","Dehradun","Uttarakhand"
"4176",59558,1,0.735092824,1,0.236391913,4500,6,1,0,0,0,71,"Married",0,1,3,39.1540644688767,"Low Value Customers","Retired","Imphal","Manipur"
"4177",63272,1,3.862275449,0,0.026216396,4500,0,2,0,2,0,54,"Single",0,0,1,39.1748716198783,"Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"4178",63729,1,0.9999999,1,0.266163075,4500,4,0,1,0,1,33,"Single",0,0,2,39.1790330500787,"Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"4179",63878,1,12.03711635,3,0.796489669,4500,17,0,2,1,0,55,"Single",1,0,1,39.1806976221588,"Low Value Customers","Pre-retired","Bangalore","Karnataka"
"4180",66509,1,1.050437934,3,0.90802044,4500,6,0,1,4,1,45,"Married",2,0,2,39.2015047731604,"Low Value Customers","Pre-retired","Chandigarh","Haryana"
