CustID,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
1345,1,0,1,0,14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,0,0,0,0,1,1,1,1,0,2.69,3.74,,2.79,,4.47,3,0
1346,0,1,0,0,4.15,0,24.3,0,0,39.7,0,167.05,0,0,0,0,0,0,0,0,0,0,0,1.42,,3.19,,,3.04,1,1
1347,0,0,0,0,6.25,0,0,0,0,201.35,0,0,0,0,1,0,0,1,0,0,0,0,1,1.83,,,,,2.2,2,0
1348,1,0,0,0,3.5,28.25,0,0,0,179.95,1284.55,0,0,0,0,0,0,0,0,1,1,1,0,1.25,3.34,,,,4.97,3,1
1349,1,1,1,1,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,1,1,1,1,1,1,1,1,1,2.52,3.33,3.95,2.97,3.97,4.76,4,0
1350,1,1,1,1,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,1,1,1,1,1,1,1,1,0,2.82,3.64,3.98,3.12,4.28,4.08,4,0
1351,1,0,1,0,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,1,1,1,0,1,1,1,1,0,3.16,3.88,,3.04,,6.23,4,0
1352,1,0,1,0,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,1,0,1,0,1,1,1,1,0,4.4,4.13,,2.74,,5.4,3,0
1353,0,0,1,0,6.05,0,0,21.25,0,306.9,0,0,880,0,0,0,0,0,1,0,0,0,0,1.8,,,3.06,,4.47,1,0
1354,1,1,1,1,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,0,1,0,0,1,1,1,1,0,0.47,2.85,3.44,2.55,2.99,3.53,3,1
1355,0,0,0,0,8.55,0,0,0,0,162.25,0,0,0,0,1,0,0,0,0,0,0,0,0,2.15,,,,,2.89,2,0
1356,1,0,1,0,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,1,1,0,0,1,1,1,1,0,3.28,3.76,,3.02,,4.17,3,0
1357,0,1,1,0,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,1,0,0,1,0,0,0,0,1,2.61,,3.42,2.55,,4.87,2,0
1358,0,1,0,0,6.4,0,29.05,0,0,124.45,0,550.75,0,0,1,0,0,0,0,0,1,1,1,1.86,,3.37,,,3.78,2,0
1359,1,0,1,0,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,1,0,0,0,1,1,1,1,0,3.74,3.25,,3.5,,4.14,3,0
1360,1,0,1,1,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,0,0,0,0,1,1,1,1,0,1.53,3.65,,3.63,3.16,4.04,3,0
1361,0,0,1,0,3,0,0,6,0,68.35,0,0,105,0,0,0,0,0,1,0,1,1,0,1.1,,,1.79,,5.58,3,0
1362,1,0,1,0,4.4,9,0,28.25,0,35.1,57.8,0,155,0,0,0,0,0,1,1,1,1,0,1.48,2.2,,3.34,,3.33,3,1
1363,1,1,1,0,11,24,31.1,28.25,0,325,796.95,856.2,880,0,1,1,0,1,1,1,1,1,0,2.4,3.18,3.44,3.34,,3.26,4,0
1364,0,1,1,0,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,1,0,0,1,0,0,0,0,1,2.39,,3.3,2.51,,3.64,2,0
1365,1,0,1,0,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,0,0,1,0,0,1,1,0,0,2.82,3.15,,2.92,,4.08,3,0
1366,0,0,1,0,7.5,0,0,6.25,0,273.7,0,0,230,0,0,0,0,0,0,0,0,0,0,2.01,,,1.83,,4.76,1,0
1367,1,1,0,1,10.75,33,47.4,0,45.85,551,1556.2,2138.25,0,2168.4,1,1,1,1,1,1,0,1,1,2.37,3.5,3.86,,3.83,4.25,4,1
1368,1,0,1,0,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,1,1,0,0,1,1,1,1,0,2.77,3.42,,2.62,,4.64,3,0
1369,0,0,1,0,18.4,0,0,24.75,0,1162.9,0,0,1510,0,0,0,0,0,0,0,0,1,0,2.91,,,3.21,,4.26,1,0
1370,1,1,1,1,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,1,1,1,1,1,1,1,1,1,2.94,3.4,3.95,2.93,3.86,4.25,4,1
1371,1,1,1,1,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.85,645,1553.5,0,0,1,1,1,1,0,0,1,3.22,3.29,3.81,2.44,3.31,4.03,4,0
1372,1,0,0,0,13.35,25.75,0,0,0,572.4,987.7,0,0,0,0,0,0,0,0,1,0,1,0,2.59,3.25,,,,4.22,3,0
1373,0,0,1,0,18.1,0,0,35.25,0,1114.75,0,0,2200,0,1,0,0,0,0,0,0,0,0,2.9,,,3.56,,4.38,2,0
1374,1,1,0,1,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,1,1,1,1,0,0,1,0,1,1.27,2.4,3.8,,3.43,3.04,4,0
1375,0,0,0,0,4.45,0,0,0,0,36.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,,,,,4.23,1,0
1376,0,0,0,0,7.75,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,,,,,3.66,1,0
1377,1,0,1,0,6.8,17.75,0,14,0,245.95,558.35,0,425,0,1,0,1,1,0,1,0,0,1,1.92,2.88,,2.64,,4.5,2,0
1378,0,0,1,0,14.85,0,0,17.5,0,978.35,0,0,970,0,1,0,0,0,0,0,0,0,0,2.7,,,2.86,,4.16,2,0
1379,1,1,1,1,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.05,770,1448.4,0,1,1,0,1,1,1,1,1,2.05,2.98,3.56,2.83,3.44,3.33,4,0
1380,0,0,1,0,7.5,0,0,15.75,0,224.25,0,0,485,0,0,0,0,0,0,0,0,0,1,2.01,,,2.76,,3.18,1,0
1381,0,0,0,0,4.05,0,0,0,0,48.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,,,,,3.78,1,0
1382,0,1,0,0,5.4,0,28.35,0,0,60.15,0,253.35,0,0,1,0,1,1,0,0,0,0,1,1.69,,3.34,,,3.47,2,1
1383,0,0,1,0,29.95,0,0,29,0,2142.8,0,0,1915,0,1,0,0,0,0,0,1,1,0,3.4,,,3.37,,3.95,3,0
1384,0,0,0,0,7.5,0,0,0,0,199.65,0,0,0,0,1,0,0,0,0,0,0,0,0,2.01,,,,,2.71,2,0
1385,1,1,1,0,27.1,18.5,42.5,37.5,0,1408.35,935,2297.85,2015,0,1,0,1,1,0,0,0,0,0,3.3,2.92,3.75,3.62,,3.83,2,0
1386,1,0,1,1,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,1,0,1,0,1,1,1,1,0,2.87,3.43,,3.06,3.84,4.67,3,0
1387,0,0,1,0,13.45,0,0,16,0,470.9,0,0,470,0,0,0,0,0,0,1,0,0,0,2.6,,,2.77,,4.03,1,0
1388,0,1,1,1,24.35,0,46.6,15.25,37.45,1585.85,0,3013.25,1015,2396.15,1,1,1,1,1,0,1,0,1,3.19,,3.84,2.72,3.62,3.69,4,0
1389,1,0,1,0,5.4,18,0,15,0,76.75,274.95,0,225,0,0,0,0,0,1,1,1,0,0,1.69,2.89,,2.71,,4.03,3,0
1390,0,1,1,1,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,1,1,0,1,0,0,1,0,1,3.18,,3.55,2.88,3.5,3.83,2,0
1391,0,0,1,0,7.25,0,0,21.75,0,329.95,0,0,945,0,0,0,0,0,0,0,0,0,0,1.98,,,3.08,,3.93,1,1
1392,1,0,1,1,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,1,1,1,0,1,1,1,1,0,3.98,4.23,,2.33,3.78,2.48,4,0
1393,1,1,1,1,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,1,1,1,1,1,1,1,1,1,3.22,3.66,4.04,3.49,3.93,3.53,4,1
1394,1,1,1,1,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,1,1,1,1,1,1,0,1,1,2.52,3.56,3.88,1.75,3.77,3.3,4,0
1395,1,0,1,0,12.9,28.25,0,14,0,363.65,820.15,0,370,0,0,0,0,1,1,1,1,1,0,2.56,3.34,,2.64,,3.74,3,0
1396,0,1,0,1,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,1,1,1,1,0,0,0,1,1,1.62,,3.85,,3.75,4.78,4,1
1397,1,0,1,1,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,0,0,0,0,1,1,1,1,0,2.91,3.51,,2.74,2.86,4.98,3,0
1398,0,0,1,0,12.5,0,0,15,0,638.7,0,0,755,0,1,0,0,0,0,0,0,0,0,2.53,,,2.71,,3.93,2,0
1399,1,1,1,1,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,0,1,0,0,1,1,1,1,1,2.79,3.51,3.66,2.93,3.42,4.45,3,0
1400,1,0,1,0,19.65,31,0,19.75,0,1008.8,1661.3,0,1050,0,0,0,0,1,1,1,1,1,0,2.98,3.43,,2.98,,3.3,3,0
1401,0,0,0,0,8.1,0,0,0,0,289.75,0,0,0,0,1,0,0,0,0,0,0,0,0,2.09,,,,,3.64,2,0
1402,1,0,1,0,7.65,25,0,13.5,0,344,1060.65,0,465,0,0,1,0,0,1,1,1,1,0,2.03,3.22,,2.6,,6.83,3,0
1403,0,0,1,0,12.65,0,0,16.5,0,558.85,0,0,760,0,1,0,0,0,0,0,0,0,0,2.54,,,2.8,,3.04,2,0
1404,0,0,1,0,25.1,0,0,21.5,0,1659.1,0,0,1530,0,1,1,0,0,0,0,1,1,0,3.22,,,3.07,,3.18,3,0
1405,0,0,1,0,13.8,0,0,47,0,840.15,0,0,2790,0,0,0,0,0,0,0,0,0,0,2.62,,,3.85,,4.51,1,0
1406,1,0,1,0,30.3,26.5,0,51.25,0,2201,1981.65,0,3450,0,1,0,0,0,1,0,0,1,0,3.41,3.28,,3.94,,3.64,3,0
1407,1,1,1,1,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,1,1,1,1,1,1,1,1,1,1.66,3.09,4.13,2.17,4.06,4.56,4,0
1408,0,1,1,0,10.95,0,24.5,9.75,0,504.3,0,1032.75,410,0,1,0,0,1,0,0,0,0,1,2.39,,3.2,2.28,,4.56,2,0
1409,0,0,1,0,6.5,0,0,13.25,0,265.45,0,0,460,0,0,0,0,0,0,0,0,0,0,1.87,,,2.58,,3.99,1,0
1410,1,0,0,0,8.2,15,0,0,0,303.95,595.6,0,0,0,1,1,0,1,1,1,0,0,0,2.1,2.71,,,,7.42,2,0
1411,1,1,1,1,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,1,1,1,0,1,1,1,1,0,2.58,3.83,3.97,2.44,3.84,3.97,4,0
1412,0,0,0,0,2.6,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,,,,,3.04,1,1
1413,0,1,0,1,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,1,0,0,1,0,0,0,0,1,1.46,,3.48,,3.23,3.95,2,1
1414,0,0,1,0,38.2,0,0,28.25,0,2751.65,0,0,2005,0,1,0,0,0,0,0,0,0,0,3.64,,,3.34,,2.83,2,0
1415,0,0,1,0,31.6,0,0,26,0,2112.25,0,0,1690,0,1,0,0,0,1,1,1,0,0,3.45,,,3.26,,5.57,3,0
1416,0,1,1,0,19.9,0,41.7,23.75,0,1144.6,0,2275.7,1335,0,1,1,1,1,0,0,0,0,1,2.99,,3.73,3.17,,3.53,2,0
1417,0,0,0,0,2.25,0,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,,,,,4.67,1,0
1418,1,1,1,0,9.85,20.75,27.65,36,0,671.2,1391.85,1729.2,2305,0,1,0,0,0,0,1,0,1,0,2.29,3.03,3.32,3.58,,4.2,3,0
1419,0,1,0,0,4.65,0,32.05,0,0,64.45,0,207.85,0,0,1,0,0,1,0,0,0,0,1,1.54,,3.47,,,3.61,2,1
1420,0,1,0,0,0.9,0,23.85,0,0,0.9,0,23.85,0,0,0,1,1,0,1,0,0,0,1,-0.11,,3.17,,,3.04,1,1
1421,0,0,0,0,3.6,0,0,0,0,166.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1.28,,,,,3.09,2,0
1422,0,1,0,0,3.6,0,28.7,0,0,14.95,0,110.15,0,0,0,1,0,1,0,0,0,0,1,1.28,,3.36,,,4.26,1,0
1423,1,0,0,0,8.1,15,0,0,0,144.4,251.1,0,0,0,0,0,0,0,1,1,1,0,0,2.09,2.71,,,,4.34,3,0
1424,1,1,1,1,2.95,17,39.3,20,34.3,16.8,134.25,296.7,165,260.8,0,1,1,1,1,1,1,1,1,1.08,2.83,3.67,3,3.54,2.89,4,1
1425,0,0,1,0,4.2,0,0,16.5,0,243.1,0,0,800,0,1,0,0,0,0,0,0,0,0,1.44,,,2.8,,3.91,2,0
1426,0,1,1,0,22.7,0,32.9,8.5,0,1257.4,0,1846.85,525,0,1,0,0,1,0,0,0,0,1,3.12,,3.49,2.14,,3.5,2,0
1427,1,0,1,0,11.95,32,0,53,0,757.6,1999.95,0,3250,0,1,0,1,0,1,1,1,1,1,2.48,3.47,,3.97,,4.54,4,0
1428,0,0,1,0,9.45,0,0,11,0,383.45,0,0,475,0,0,0,0,0,0,0,0,0,0,2.25,,,2.4,,5.34,1,0
1429,1,0,1,1,5.05,35.5,0,10.5,23.3,64.85,452.3,0,115,244.3,0,1,0,0,1,1,1,1,0,1.62,3.57,,2.35,3.15,3.43,3,0
1430,0,0,1,0,21.85,0,0,46.5,0,1589.1,0,0,3265,0,1,0,0,0,0,0,0,0,0,3.08,,,3.84,,4.19,2,0
1431,0,0,1,0,5.95,0,0,5.25,0,236.3,0,0,175,0,0,0,0,0,0,0,0,0,0,1.78,,,1.66,,3.93,1,0
1432,0,0,1,0,26.8,0,0,21.75,0,1774.75,0,0,1480,0,1,0,0,0,0,0,0,0,0,3.29,,,3.08,,4.77,2,0
1433,0,1,0,0,4.75,0,21.4,0,0,41.4,0,291.4,0,0,0,0,0,1,0,0,0,0,1,1.56,,3.06,,,3.22,1,1
1434,0,1,1,0,12.1,0,44.9,24.5,0,479.95,0,1853.3,1005,0,1,1,0,1,0,1,0,0,1,2.49,,3.8,3.2,,4.08,2,0
1435,1,1,1,1,4.75,23,38.55,13.5,42.7,48,221.35,427.65,155,387.95,0,1,1,1,1,1,1,1,1,1.56,3.14,3.65,2.6,3.75,3,4,1
1436,1,1,1,1,7.1,40.75,39.75,16.5,50.85,314.8,1849.5,1717.2,775,2239.65,1,1,1,1,1,1,1,1,1,1.96,3.71,3.68,2.8,3.93,4.14,4,1
1437,1,0,1,0,13.35,18.5,0,18.5,0,709.25,978.85,0,915,0,0,0,0,0,0,0,0,1,0,2.59,2.92,,2.92,,3.58,1,0
1438,0,1,1,1,8,0,38.5,20.5,40.05,336.9,0,1573.85,770,1713.3,1,1,1,1,1,1,1,1,1,2.08,,3.65,3.02,3.69,4.28,4,0
1439,1,0,1,0,12.85,21.75,0,17,0,622.75,1018.55,0,790,0,0,1,0,0,1,1,0,0,0,2.55,3.08,,2.83,,3.91,3,0
1440,1,1,1,1,4.9,26,41.55,10,36.4,19.65,95.95,111.7,25,142.9,0,1,1,1,1,1,1,1,1,1.59,3.26,3.73,2.3,3.59,3.66,4,1
1441,1,1,1,1,9.65,39.25,51.15,53.5,74.8,483.55,2053.2,2658.05,2675,3817.55,1,1,1,1,1,1,1,1,1,2.27,3.67,3.93,3.98,4.31,3.99,4,0
1442,1,0,1,0,3.8,26.5,0,20.5,0,3.8,26.5,0,20.5,0,0,0,0,0,1,1,1,0,0,1.34,3.28,,3.02,,2.2,3,0
1443,1,1,0,0,4.05,22.25,31.8,0,0,79.45,396.35,543.85,0,0,0,1,1,1,0,1,1,1,1,1.4,3.1,3.46,,,3.5,4,0
1444,0,0,0,0,7.4,0,0,0,0,246.55,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,,,,3.33,1,0
1445,1,0,0,1,7,26.5,0,0,26.1,321.95,1161.3,0,0,1173.45,0,0,1,0,1,1,1,1,0,1.95,3.28,,,3.26,3.78,3,0
1446,0,0,1,0,23.95,0,0,10,0,1513,0,0,615,0,1,0,0,0,0,0,0,0,0,3.18,,,2.3,,3.53,2,0
1447,1,0,1,0,16.05,18.75,0,8.25,0,930.4,1096,0,365,0,1,0,0,0,1,1,1,1,0,2.78,2.93,,2.11,,4.22,3,0
1448,0,0,1,0,10.2,0,0,17.5,0,640.75,0,0,1020,0,0,0,0,0,0,0,0,0,0,2.32,,,2.86,,3.61,1,0
1449,0,1,0,1,7.7,0,38.9,0,32,190.05,0,1041.1,0,873.3,1,1,1,1,0,1,0,1,1,2.04,,3.66,,3.47,2.89,4,0
1450,1,0,1,0,15.65,21.75,0,30.75,0,477.95,612.55,0,855,0,0,0,0,0,0,1,1,1,0,2.75,3.08,,3.43,,4.01,3,1
1451,0,0,1,0,8.95,0,0,9.25,0,369.95,0,0,415,0,0,0,0,0,0,1,1,1,0,2.19,,,2.22,,3.04,3,0
1452,0,0,0,0,12.75,0,0,0,0,274.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,,,,,3.37,1,1
1453,0,0,0,0,3.2,0,0,0,0,36.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1.16,,,,,2.2,1,0
1454,1,1,1,0,12.35,19.75,27.85,14.5,0,585.05,937.85,1359.05,690,0,1,0,0,0,0,0,0,0,1,2.51,2.98,3.33,2.67,,4.93,2,1
1455,1,0,1,1,18.6,46.25,0,14.75,41.2,1007.3,2610.55,0,835,2163.5,0,1,1,0,1,1,1,1,0,2.92,3.83,,2.69,3.72,3.33,4,0
1456,0,0,0,0,3.15,0,0,0,0,54.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1.15,,,,,4.13,1,0
1457,1,0,1,1,4.6,19.75,0,8.75,56.45,140.55,593.75,0,290,1771.1,1,1,1,1,1,1,1,1,0,1.53,2.98,,2.17,4.03,3.61,4,0
1458,0,1,0,0,4.65,0,25.25,0,0,12.3,0,90.5,0,0,1,0,0,0,0,1,0,0,0,1.54,,3.23,,,4.42,2,1
1459,1,0,1,0,14.5,44.25,0,18.25,0,1020.3,3097.25,0,1230,0,0,0,0,0,1,1,1,1,0,2.67,3.79,,2.9,,5.12,3,0
1460,1,1,1,1,5.85,25.5,42.45,13.25,34.15,114.55,656.85,1089.7,310,810.2,1,1,1,1,1,1,1,1,1,1.77,3.24,3.75,2.58,3.53,3.5,4,1
1461,1,0,1,0,7.1,21.25,0,25.25,0,59.3,241.8,0,220,0,0,0,0,1,1,0,1,0,0,1.96,3.06,,3.23,,4.19,1,1
1462,1,0,1,0,7.25,25.5,0,32.5,0,171.85,688.35,0,840,0,0,1,1,0,1,1,1,1,0,1.98,3.24,,3.48,,2.89,4,1
1463,1,0,1,0,8.55,21.75,0,15.5,0,215.95,522.15,0,370,0,0,0,0,0,1,1,0,1,0,2.15,3.08,,2.74,,3,3,0
1464,0,1,1,0,7.9,0,35.2,27.5,0,253.05,0,1087.55,840,0,1,0,0,1,0,0,0,0,1,2.07,,3.56,3.31,,2.94,2,0
1465,1,0,1,1,8.5,27,0,20,31.25,175.3,582,0,440,646.9,0,0,0,0,1,1,1,1,0,2.14,3.3,,3,3.44,3.22,3,0
1466,0,1,1,1,42.85,0,70.05,15,111.95,3080.85,0,5028.65,1020,7856.85,1,1,1,1,0,0,1,1,1,3.76,,4.25,2.71,4.72,4.78,4,0
1467,1,0,1,1,5.25,30,0,21.75,25.75,48.5,293.85,0,205,223.25,0,0,0,1,1,1,1,1,0,1.66,3.4,,3.08,3.25,5.78,3,1
1468,0,0,0,0,6,0,0,0,0,134.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1.79,,,,,3.81,1,0
1469,0,1,1,0,45.4,0,25.75,46.75,0,2973.55,0,1699.85,3065,0,1,0,1,0,0,0,0,0,1,3.82,,3.25,3.84,,5.28,2,0
1470,0,0,0,0,9.35,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,,,,,4.03,1,1
1471,0,0,1,0,8.2,0,0,13.75,0,288.4,0,0,480,0,1,0,0,0,0,0,0,0,1,2.1,,,2.62,,3.18,2,0
1472,1,1,0,0,2.4,14.75,27.5,0,0,25.45,72.45,147.4,0,0,0,0,0,0,1,1,1,0,0,0.88,2.69,3.31,,,3.22,3,1
1473,0,1,0,0,6.4,0,31.2,0,0,22.4,0,49.55,0,0,1,1,0,1,0,0,0,0,1,1.86,,3.44,,,3.26,2,1
1474,0,1,0,0,3.2,0,21.6,0,0,24.55,0,98.4,0,0,0,0,0,1,0,0,0,0,1,1.16,,3.07,,,3.5,1,1
1475,1,0,1,1,20,63.5,0,15,36.8,1207.3,3907.8,0,870,2163.75,1,1,1,0,1,1,1,1,1,3,4.15,,2.71,3.61,5.01,4,0
1476,0,0,0,0,8,0,0,0,0,142.05,0,0,0,0,1,0,0,1,1,0,0,0,1,2.08,,,,,4.6,2,1
1477,0,0,1,1,22.8,0,0,5,33.05,1266.1,0,0,310,1746.9,1,1,0,1,1,1,1,1,1,3.13,,,1.61,3.5,3.91,4,0
1478,0,0,1,0,7.4,0,0,11,0,193.65,0,0,290,0,0,0,0,0,0,1,1,1,0,2,,,2.4,,4.39,3,0
1479,0,1,0,0,1.35,0,22.6,0,0,1.35,0,22.6,0,0,1,0,0,0,1,0,0,0,1,0.3,,3.12,,,3.04,2,1
1480,0,0,1,0,18.35,0,0,6,0,1003.2,0,0,325,0,0,0,0,1,0,0,0,0,1,2.91,,,1.79,,5.61,1,0
1481,0,0,0,0,4.4,0,0,0,0,60.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,,,,,3.66,1,0
1482,0,1,0,0,5.8,0,20.85,0,0,86.75,0,288.05,0,0,0,0,0,0,0,0,0,0,1,1.76,,3.04,,,2.83,1,1
1483,0,1,0,0,5.7,0,28.05,0,0,52.95,0,238.9,0,0,1,0,0,1,0,0,0,0,1,1.74,,3.33,,,4.74,2,1
1484,1,0,1,0,3.65,9.5,0,7,0,21,76.05,0,55,0,0,0,0,0,0,1,1,0,0,1.29,2.25,,1.95,,3.3,1,0
1485,1,0,1,0,5.65,24,0,25.5,0,205.75,860.95,0,780,0,0,0,1,0,1,1,1,1,0,1.73,3.18,,3.24,,3.56,3,1
1486,0,1,0,0,4.65,0,30,0,0,11.2,0,68.8,0,0,0,1,0,1,0,0,0,1,1,1.54,,3.4,,,3,1,0
1487,0,0,1,0,8.25,0,0,19.75,0,476.7,0,0,1075,0,0,0,0,0,0,0,0,1,0,2.11,,,2.98,,4.52,1,0
1488,1,0,1,0,9,25.25,0,9,0,464.65,1352.25,0,455,0,0,0,0,0,1,1,1,1,0,2.2,3.23,,2.2,,5.33,3,0
1489,0,0,1,0,34.25,0,0,35.75,0,2472.65,0,0,2770,0,1,0,0,0,0,0,0,0,0,3.53,,,3.58,,3.69,2,0
1490,0,1,0,0,9.5,0,27.35,0,0,196.2,0,401.65,0,0,0,0,0,1,1,1,1,0,0,2.25,,3.31,,,3.69,3,0
1491,1,0,0,0,5.25,24.75,0,0,0,147.95,612.45,0,0,0,0,0,0,0,1,0,0,0,1,1.66,3.21,,,,4.01,1,1
1492,0,0,1,0,8.75,0,0,27,0,337.75,0,0,1070,0,0,0,0,0,0,0,0,0,1,2.17,,,3.3,,3.26,1,0
1493,1,1,1,0,2.8,13.5,29.9,16.5,0,5.3,45.75,83.55,60,0,0,0,1,1,0,1,0,0,0,1.03,2.6,3.4,2.8,,3.71,1,0
1494,1,0,1,1,4.95,22,0,11.25,28.3,71.5,284.7,0,120,315.7,0,0,1,0,0,1,0,0,1,1.6,3.09,,2.42,3.34,5.31,1,1
1495,1,0,1,0,12.85,40.25,0,15,0,687.9,2104.3,0,825,0,0,0,0,0,1,1,1,1,0,2.55,3.7,,2.71,,5.94,3,0
1496,1,0,1,1,10.25,21.5,0,25.75,58.85,160.4,274,0,325,723.35,0,1,1,1,1,1,1,1,1,2.33,3.07,,3.25,4.07,4.64,4,1
1497,0,0,0,0,12.15,0,0,0,0,202.2,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5,,,,,3.18,2,0
1498,1,0,1,1,24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,1,1,1,0,1,1,1,1,0,3.19,3.72,,2.25,3.6,4.39,4,0
1499,1,0,1,0,3.25,21,0,15.25,0,29.25,132.2,0,45,0,0,0,0,0,1,1,0,1,0,1.18,3.04,,2.72,,2.83,3,0
1500,1,0,0,0,5.4,16,0,0,0,155,408.05,0,0,0,0,1,0,0,0,1,1,0,0,1.69,2.77,,,,3.81,3,0
1501,0,1,0,0,3.45,0,31.85,0,0,44.45,0,462.75,0,0,1,1,0,0,0,0,0,0,1,1.24,,3.46,,,3.47,2,1
1502,1,1,0,0,8.6,11,30.05,0,0,259.3,335.15,975.8,0,0,1,0,0,0,0,0,0,0,0,2.15,2.4,3.4,,,4.04,2,0
1503,0,1,0,0,6.2,0,21.35,0,0,121.7,0,425.25,0,0,1,0,0,1,0,0,0,0,1,1.82,,3.06,,,4.14,2,1
1504,1,0,1,1,8,32.25,0,18.25,19.45,61.55,264,0,155,153.7,0,1,0,0,1,1,1,1,0,2.08,3.47,,2.9,2.97,3.22,3,0
1505,0,1,0,0,3.4,0,22.7,0,0,7.6,0,35.45,0,0,0,0,0,1,0,1,0,0,1,1.22,,3.12,,,3.09,1,1
1506,0,0,0,0,16.35,0,0,0,0,528.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,,,,,5.04,1,0
1507,0,0,1,0,15.5,0,0,14.25,0,754.8,0,0,625,0,1,0,0,0,0,0,1,0,0,2.74,,,2.66,,3.4,2,0
1508,0,0,0,1,3.45,0,0,0,15.1,6.55,0,0,0,10.45,1,0,1,0,1,1,0,1,1,1.24,,,,2.71,3.83,4,0
1509,0,0,0,0,8.3,0,0,0,0,308.55,0,0,0,0,1,0,0,1,0,0,0,0,1,2.12,,,,,4.22,2,1
1510,0,0,1,0,6.7,0,0,25.25,0,270.2,0,0,1075,0,1,0,0,0,0,0,0,1,0,1.9,,,3.23,,4.2,2,0
1511,1,1,1,1,6.05,25.25,41.55,31.75,36.6,153.05,697.05,1117.15,835,1020.95,1,1,1,0,1,1,1,1,1,1.8,3.23,3.73,3.46,3.6,4.23,4,0
1512,1,1,1,1,6.3,41.25,55.8,20,50.95,279.7,1665,2197.6,830,1956.7,1,1,1,0,1,1,1,1,0,1.84,3.72,4.02,3,3.93,3.85,4,0
1513,0,1,1,0,29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,1,0,0,0,0,0,0,0,1,3.38,,3.12,2.94,,4.42,2,0
1514,0,1,1,0,4.25,0,19.8,7,0,157.6,0,779.65,275,0,1,0,0,1,0,0,0,0,0,1.45,,2.99,1.95,,3.53,2,0
1515,1,1,1,1,2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,0,1,0,1,1,1,1,1,1,0.99,3.45,3.59,2.71,3.15,3.81,4,1
1516,1,0,1,1,4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,0,1,1,0,1,1,1,1,0,1.46,3.25,,3.37,3.46,3.37,4,0
1517,0,0,0,0,3.3,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.19,,,,,3.04,1,0
